""
"Test Method","Ankenman Simplified Tensile.msm"
"Sample I. D.","Ankenman brushes.mss"
"Specimen Number","13"

"Time (s)","Load (lbf)","Crosshead (in)"
13.900,52,0.027
14.000,52,0.027
14.100,53,0.027
14.200,53,0.027
14.300,53,0.028
14.400,53,0.028
14.500,53,0.028
14.600,53,0.028
14.700,54,0.028
14.800,54,0.029
14.900,54,0.029
15.000,54,0.029
15.100,54,0.029
15.200,54,0.029
15.300,55,0.030
15.400,55,0.030
15.500,55,0.030
15.600,55,0.030
15.700,55,0.030
15.800,55,0.031
15.900,55,0.031
16.000,56,0.031
16.100,56,0.031
16.200,56,0.031
16.300,56,0.032
16.400,56,0.032
16.500,57,0.032
16.600,57,0.032
16.700,57,0.032
16.800,57,0.033
16.900,57,0.033
17.000,57,0.033
17.100,57,0.033
17.200,57,0.033
17.300,58,0.033
17.400,58,0.034
17.500,58,0.034
17.600,58,0.034
17.700,58,0.034
17.800,58,0.034
17.900,59,0.035
18.000,59,0.035
18.100,59,0.035
18.200,59,0.035
18.300,59,0.035
18.400,59,0.036
18.500,60,0.036
18.600,60,0.036
18.700,60,0.036
18.800,60,0.036
18.900,60,0.037
19.000,60,0.037
19.100,60,0.037
19.200,60,0.037
19.300,61,0.037
19.400,61,0.038
19.500,61,0.038
19.600,61,0.038
19.700,61,0.038
19.800,61,0.038
19.900,62,0.039
20.000,62,0.039
20.100,62,0.039
20.200,62,0.039
20.300,62,0.039
20.400,62,0.040
20.500,62,0.040
20.600,62,0.040
20.700,63,0.040
20.800,63,0.040
20.900,63,0.041
21.000,63,0.041
21.100,63,0.041
21.200,63,0.041
21.300,63,0.041
21.400,63,0.042
21.500,64,0.042
21.600,64,0.042
21.700,64,0.042
21.800,64,0.042
21.900,64,0.043
22.000,64,0.043
22.100,64,0.043
22.200,65,0.043
22.300,65,0.043
22.400,65,0.044
22.500,65,0.044
22.600,65,0.044
22.700,65,0.044
22.800,65,0.044
22.900,65,0.045
23.000,65,0.045
23.100,66,0.045
23.200,66,0.045
23.300,66,0.045
23.400,66,0.045
23.500,66,0.046
23.600,66,0.046
23.700,66,0.046
23.800,67,0.046
23.900,66,0.046
24.000,67,0.047
24.100,67,0.047
24.200,67,0.047
24.300,67,0.047
24.400,67,0.047
24.500,67,0.048
24.600,67,0.048
24.700,67,0.048
24.800,68,0.048
24.900,68,0.048
25.000,68,0.049
25.100,68,0.049
25.200,68,0.049
25.300,68,0.049
25.400,69,0.049
25.500,69,0.050
25.600,69,0.050
25.700,69,0.050
25.800,69,0.050
25.900,69,0.050
26.000,69,0.051
26.100,69,0.051
26.200,69,0.051
26.300,70,0.051
26.400,69,0.051
26.500,70,0.052
26.600,70,0.052
26.700,70,0.052
26.800,70,0.052
26.900,70,0.052
27.000,70,0.053
27.100,70,0.053
27.200,70,0.053
27.300,71,0.053
27.400,71,0.053
27.500,71,0.054
27.600,71,0.054
27.700,71,0.054
27.800,71,0.054
27.900,71,0.054
28.000,71,0.055
28.100,72,0.055
28.200,71,0.055
28.300,72,0.055
28.400,72,0.055
28.500,72,0.056
28.600,72,0.056
28.700,72,0.056
28.800,72,0.056
28.900,72,0.056
29.000,73,0.057
29.100,72,0.057
29.200,73,0.057
29.300,73,0.057
29.400,73,0.057
29.500,73,0.058
29.600,73,0.058
29.700,73,0.058
29.800,73,0.058
29.900,73,0.058
30.000,73,0.058
30.100,74,0.059
30.200,74,0.059
30.300,74,0.059
30.400,74,0.059
30.500,74,0.059
30.600,74,0.060
30.700,74,0.060
30.800,74,0.060
30.900,74,0.060
31.000,74,0.060
31.100,75,0.061
31.200,75,0.061
31.300,75,0.061
31.400,75,0.061
31.500,75,0.061
31.600,75,0.062
31.700,75,0.062
31.800,76,0.062
31.900,75,0.062
32.000,76,0.062
32.100,76,0.063
32.200,76,0.063
32.300,76,0.063
32.400,76,0.063
32.500,76,0.063
32.600,76,0.064
32.700,76,0.064
32.800,76,0.064
32.900,77,0.064
33.000,77,0.064
33.100,77,0.065
33.200,77,0.065
33.300,77,0.065
33.400,77,0.065
33.500,77,0.065
33.600,77,0.066
33.700,77,0.066
33.800,77,0.066
33.900,78,0.066
34.000,78,0.066
34.100,78,0.067
34.200,78,0.067
34.300,78,0.067
34.400,78,0.067
34.500,78,0.067
34.600,78,0.068
34.700,79,0.068
34.800,78,0.068
34.900,79,0.068
35.000,79,0.068
35.100,79,0.069
35.200,79,0.069
35.300,79,0.069
35.400,79,0.069
35.500,79,0.069
35.600,79,0.070
35.700,79,0.070
35.800,79,0.070
35.900,79,0.070
36.000,79,0.070
36.100,80,0.071
36.200,80,0.071
36.300,80,0.071
36.400,81,0.071
36.500,80,0.071
36.600,80,0.071
36.700,81,0.072
36.800,81,0.072
36.900,80,0.072
37.000,81,0.072
37.100,81,0.072
37.200,81,0.073
37.300,81,0.073
37.400,81,0.073
37.500,81,0.073
37.600,82,0.073
37.700,82,0.074
37.800,81,0.074
37.900,82,0.074
38.000,82,0.074
38.100,82,0.074
38.200,82,0.075
38.300,82,0.075
38.400,82,0.075
38.500,82,0.075
38.600,83,0.075
38.700,83,0.076
38.800,83,0.076
38.900,83,0.076
39.000,83,0.076
39.100,83,0.076
39.200,83,0.077
39.300,83,0.077
39.400,83,0.077
39.500,83,0.077
39.600,83,0.077
39.700,84,0.078
39.800,83,0.078
39.900,84,0.078
40.000,84,0.078
40.100,84,0.078
40.200,84,0.079
40.300,84,0.079
40.400,84,0.079
40.500,84,0.079
40.600,84,0.079
40.700,85,0.080
40.800,85,0.080
40.900,84,0.080
41.000,85,0.080
41.100,85,0.080
41.200,85,0.081
41.300,85,0.081
41.400,85,0.081
41.500,85,0.081
41.600,85,0.081
41.700,85,0.081
41.800,86,0.082
41.900,86,0.082
42.000,86,0.082
42.100,86,0.082
42.200,86,0.082
42.300,86,0.083
42.400,86,0.083
42.500,86,0.083
42.600,86,0.083
42.700,87,0.083
42.800,87,0.084
42.900,87,0.084
43.000,87,0.084
43.100,87,0.084
43.200,87,0.084
43.300,87,0.085
43.400,87,0.085
43.500,87,0.085
43.600,87,0.085
43.700,87,0.085
43.800,88,0.086
43.900,88,0.086
44.000,88,0.086
44.100,88,0.086
44.200,88,0.086
44.300,88,0.087
44.400,88,0.087
44.500,88,0.087
44.600,88,0.087
44.700,89,0.087
44.800,89,0.088
44.900,88,0.088
45.000,89,0.088
45.100,89,0.088
45.200,89,0.088
45.300,89,0.089
45.400,89,0.089
45.500,89,0.089
45.600,90,0.089
45.700,89,0.089
45.800,90,0.090
45.900,90,0.090
46.000,90,0.090
46.100,90,0.090
46.200,90,0.090
46.300,90,0.091
46.400,90,0.091
46.500,90,0.091
46.600,90,0.091
46.700,90,0.091
46.800,91,0.092
46.900,91,0.092
47.000,91,0.092
47.100,91,0.092
47.200,91,0.092
47.300,91,0.093
47.400,91,0.093
47.500,91,0.093
47.600,92,0.093
47.700,91,0.093
47.800,92,0.093
47.900,92,0.094
48.000,92,0.094
48.100,92,0.094
48.200,92,0.094
48.300,92,0.094
48.400,92,0.095
48.500,92,0.095
48.600,93,0.095
48.700,93,0.095
48.800,93,0.095
48.900,93,0.096
49.000,93,0.096
49.100,93,0.096
49.200,93,0.096
49.300,93,0.096
49.400,93,0.097
49.500,93,0.097
49.600,94,0.097
49.700,94,0.097
49.800,94,0.097
49.900,94,0.098
50.000,94,0.098
50.100,94,0.098
50.200,94,0.098
50.300,94,0.098
50.400,94,0.099
50.500,94,0.099
50.600,95,0.099
50.700,94,0.099
50.800,95,0.099
50.900,95,0.100
51.000,95,0.100
51.100,95,0.100
51.200,95,0.100
51.300,95,0.100
51.400,95,0.101
51.500,95,0.101
51.600,96,0.101
51.700,96,0.101
51.800,96,0.101
51.900,96,0.102
52.000,96,0.102
52.100,96,0.102
52.200,96,0.102
52.300,96,0.102
52.400,96,0.103
52.500,96,0.103
52.600,97,0.103
52.700,97,0.103
52.800,97,0.103
52.900,97,0.104
53.000,97,0.104
53.100,97,0.104
53.200,97,0.104
53.300,97,0.104
53.400,97,0.105
53.500,97,0.105
53.600,97,0.105
53.700,98,0.105
53.800,98,0.105
53.900,98,0.105
54.000,98,0.106
54.100,98,0.106
54.200,98,0.106
54.300,98,0.106
54.400,98,0.106
54.500,98,0.107
54.600,98,0.107
54.700,98,0.107
54.800,99,0.107
54.900,99,0.107
55.000,99,0.108
55.100,99,0.108
55.200,99,0.108
55.300,99,0.108
55.400,99,0.108
55.500,99,0.109
55.600,99,0.109
55.700,100,0.109
55.800,100,0.109
55.900,100,0.109
56.000,100,0.110
56.100,100,0.110
56.200,100,0.110
56.300,100,0.110
56.400,100,0.110
56.500,100,0.111
56.600,100,0.111
56.700,101,0.111
56.800,101,0.111
56.900,101,0.111
57.000,101,0.112
57.100,101,0.112
57.200,101,0.112
57.300,101,0.112
57.400,101,0.112
57.500,101,0.113
57.600,101,0.113
57.700,102,0.113
57.800,102,0.113
57.900,102,0.113
58.000,102,0.114
58.100,102,0.114
58.200,102,0.114
58.300,102,0.114
58.400,102,0.114
58.500,102,0.115
58.600,102,0.115
58.700,103,0.115
58.800,103,0.115
58.900,103,0.115
59.000,103,0.116
59.100,103,0.116
59.200,103,0.116
59.300,103,0.116
59.400,103,0.116
59.500,103,0.117
59.600,103,0.117
59.700,103,0.117
59.800,104,0.117
59.900,104,0.117
60.000,104,0.118
60.100,104,0.118
60.200,104,0.118
60.300,104,0.118
60.400,104,0.118
60.500,104,0.118
60.600,104,0.119
60.700,104,0.119
60.800,104,0.119
60.900,105,0.119
61.000,105,0.119
61.100,105,0.120
61.200,105,0.120
61.300,105,0.120
61.400,105,0.120
61.500,105,0.120
61.600,105,0.121
61.700,105,0.121
61.800,106,0.121
61.900,106,0.121
62.000,106,0.121
62.100,106,0.122
62.200,106,0.122
62.300,106,0.122
62.400,106,0.122
62.500,106,0.122
62.600,106,0.123
62.700,107,0.123
62.800,107,0.123
62.900,107,0.123
63.000,107,0.123
63.100,107,0.124
63.200,107,0.124
63.300,107,0.124
63.400,107,0.124
63.500,107,0.124
63.600,107,0.125
63.700,107,0.125
63.800,108,0.125
63.900,108,0.125
64.000,108,0.125
64.100,108,0.126
64.200,108,0.126
64.300,108,0.126
64.400,108,0.126
64.500,108,0.126
64.600,108,0.127
64.700,108,0.127
64.800,109,0.127
64.900,109,0.127
65.000,109,0.127
65.100,109,0.128
65.200,109,0.128
65.300,109,0.128
65.400,109,0.128
65.500,109,0.128
65.600,109,0.129
65.700,109,0.129
65.800,110,0.129
65.900,110,0.129
66.000,110,0.129
66.100,110,0.130
66.200,110,0.130
66.300,110,0.130
66.400,110,0.130
66.500,110,0.130
66.600,110,0.130
66.700,110,0.131
66.800,111,0.131
66.900,111,0.131
67.000,111,0.131
67.100,111,0.131
67.200,111,0.132
67.300,111,0.132
67.400,111,0.132
67.500,111,0.132
67.600,111,0.132
67.700,111,0.133
67.800,112,0.133
67.900,112,0.133
68.000,112,0.133
68.100,112,0.133
68.200,112,0.134
68.300,112,0.134
68.400,112,0.134
68.500,112,0.134
68.600,112,0.134
68.700,112,0.135
68.800,113,0.135
68.900,113,0.135
69.000,113,0.135
69.100,113,0.135
69.200,113,0.136
69.300,113,0.136
69.400,113,0.136
69.500,113,0.136
69.600,113,0.136
69.700,113,0.137
69.800,114,0.137
69.900,114,0.137
70.000,114,0.137
70.100,114,0.137
70.200,114,0.138
70.300,114,0.138
70.400,114,0.138
70.500,114,0.138
70.600,114,0.138
70.700,114,0.139
70.800,115,0.139
70.900,114,0.139
71.000,115,0.139
71.100,115,0.139
71.200,115,0.140
71.300,115,0.140
71.400,115,0.140
71.500,115,0.140
71.600,115,0.140
71.700,115,0.141
71.800,115,0.141
71.900,116,0.141
72.000,116,0.141
72.100,116,0.141
72.200,116,0.142
72.300,116,0.142
72.400,116,0.142
72.500,116,0.142
72.600,116,0.142
72.700,116,0.143
72.800,116,0.143
72.900,117,0.143
73.000,117,0.143
73.100,117,0.143
73.200,117,0.144
73.300,117,0.144
73.400,117,0.144
73.500,117,0.144
73.600,117,0.144
73.700,117,0.144
73.800,118,0.145
73.900,118,0.145
74.000,118,0.145
74.100,118,0.145
74.200,118,0.145
74.300,118,0.146
74.400,118,0.146
74.500,118,0.146
74.600,118,0.146
74.700,118,0.146
74.800,118,0.147
74.900,119,0.147
75.000,119,0.147
75.100,119,0.147
75.200,119,0.147
75.300,119,0.148
75.400,119,0.148
75.500,119,0.148
75.600,119,0.148
75.700,119,0.148
75.800,120,0.149
75.900,120,0.149
76.000,120,0.149
76.100,120,0.149
76.200,120,0.149
76.300,120,0.150
76.400,120,0.150
76.500,120,0.150
76.600,120,0.150
76.700,120,0.150
76.800,120,0.151
76.900,121,0.151
77.000,121,0.151
77.100,121,0.151
77.200,121,0.151
77.300,121,0.152
77.400,121,0.152
77.500,121,0.152
77.600,121,0.152
77.700,121,0.152
77.800,121,0.153
77.900,122,0.153
78.000,122,0.153
78.100,122,0.153
78.200,122,0.153
78.300,122,0.154
78.400,122,0.154
78.500,122,0.154
78.600,122,0.154
78.700,122,0.154
78.800,123,0.155
78.900,123,0.155
79.000,123,0.155
79.100,123,0.155
79.200,123,0.155
79.300,123,0.156
79.400,123,0.156
79.500,123,0.156
79.600,123,0.156
79.700,123,0.156
79.800,124,0.157
79.900,124,0.157
80.000,124,0.157
80.100,124,0.157
80.200,124,0.157
80.300,124,0.157
80.400,124,0.158
80.500,124,0.158
80.600,124,0.158
80.700,124,0.158
80.800,125,0.158
80.900,125,0.159
81.000,125,0.159
81.100,125,0.159
81.200,125,0.159
81.300,125,0.159
81.400,125,0.160
81.500,125,0.160
81.600,126,0.160
81.700,126,0.160
81.800,126,0.160
81.900,126,0.161
82.000,126,0.161
82.100,126,0.161
82.200,126,0.161
82.300,126,0.161
82.400,127,0.162
82.500,127,0.162
82.600,127,0.162
82.700,127,0.162
82.800,127,0.162
82.900,127,0.163
83.000,127,0.163
83.100,127,0.163
83.200,128,0.163
83.300,128,0.163
83.400,128,0.164
83.500,128,0.164
83.600,128,0.164
83.700,128,0.164
83.800,128,0.164
83.900,128,0.165
84.000,129,0.165
84.100,129,0.165
84.200,129,0.165
84.300,129,0.165
84.400,129,0.166
84.500,129,0.166
84.600,130,0.166
84.700,130,0.166
84.800,130,0.166
84.900,130,0.167
85.000,130,0.167
85.100,130,0.167
85.200,130,0.167
85.300,130,0.167
85.400,131,0.168
85.500,131,0.168
85.600,131,0.168
85.700,131,0.168
85.800,131,0.168
85.900,131,0.169
86.000,131,0.169
86.100,132,0.169
86.200,132,0.169
86.300,132,0.169
86.400,132,0.170
86.500,132,0.170
86.600,132,0.170
86.700,132,0.170
86.800,133,0.170
86.900,133,0.171
87.000,133,0.171
87.100,133,0.171
87.200,133,0.171
87.300,133,0.171
87.400,133,0.171
87.500,133,0.172
87.600,134,0.172
87.700,134,0.172
87.800,134,0.172
87.900,134,0.172
88.000,134,0.173
88.100,134,0.173
88.200,134,0.173
88.300,135,0.173
88.400,135,0.173
88.500,135,0.174
88.600,135,0.174
88.700,135,0.174
88.800,135,0.174
88.900,135,0.174
89.000,136,0.175
89.100,136,0.175
89.200,136,0.175
89.300,136,0.175
89.400,136,0.175
89.500,136,0.176
89.600,137,0.176
89.700,137,0.176
89.800,137,0.176
89.900,137,0.176
90.000,137,0.177
90.100,137,0.177
90.200,137,0.177
90.300,137,0.177
90.400,138,0.177
90.500,138,0.178
90.600,138,0.178
90.700,138,0.178
90.800,138,0.178
90.900,138,0.178
91.000,139,0.179
91.100,139,0.179
91.200,139,0.179
91.300,139,0.179
91.400,139,0.179
91.500,139,0.180
91.600,139,0.180
91.700,139,0.180
91.800,140,0.180
91.900,140,0.180
92.000,140,0.181
92.100,140,0.181
92.200,140,0.181
92.300,140,0.181
92.400,141,0.181
92.500,141,0.182
92.600,141,0.182
92.700,141,0.182
92.800,141,0.182
92.900,141,0.182
93.000,142,0.183
93.100,142,0.183
93.200,142,0.183
93.300,142,0.183
93.400,142,0.183
93.500,142,0.183
93.600,142,0.184
93.700,143,0.184
93.800,143,0.184
93.900,143,0.184
94.000,143,0.184
94.100,143,0.185
94.200,143,0.185
94.300,144,0.185
94.400,144,0.185
94.500,144,0.185
94.600,144,0.186
94.700,144,0.186
94.800,144,0.186
94.900,144,0.186
95.000,145,0.186
95.100,145,0.187
95.200,145,0.187
95.300,145,0.187
95.400,145,0.187
95.500,145,0.187
95.600,145,0.188
95.700,146,0.188
95.800,146,0.188
95.900,146,0.188
96.000,146,0.188
96.100,146,0.189
96.200,146,0.189
96.300,146,0.189
96.400,147,0.189
96.500,147,0.189
96.600,147,0.190
96.700,147,0.190
96.800,147,0.190
96.900,147,0.190
97.000,148,0.190
97.100,148,0.191
97.200,148,0.191
97.300,148,0.191
97.400,148,0.191
97.500,148,0.191
97.600,148,0.192
97.700,149,0.192
97.800,149,0.192
97.900,149,0.192
98.000,149,0.192
98.100,149,0.193
98.200,150,0.193
98.300,150,0.193
98.400,150,0.193
98.500,150,0.193
98.600,150,0.194
98.700,150,0.194
98.800,150,0.194
98.900,151,0.194
99.000,151,0.194
99.100,151,0.195
99.200,151,0.195
99.300,151,0.195
99.400,151,0.195
99.500,151,0.195
99.600,152,0.195
99.700,152,0.196
99.800,152,0.196
99.900,152,0.196
100.000,152,0.196
100.100,152,0.196
100.200,153,0.197
100.300,153,0.197
100.400,153,0.197
100.500,153,0.197
100.600,153,0.197
100.700,153,0.198
100.800,153,0.198
100.900,154,0.198
101.000,154,0.198
101.100,154,0.198
101.200,154,0.199
101.300,154,0.199
101.400,154,0.199
101.500,155,0.199
101.600,155,0.199
101.700,155,0.200
101.800,155,0.200
101.900,155,0.200
102.000,155,0.200
102.100,156,0.200
102.200,156,0.201
102.300,156,0.201
102.400,156,0.201
102.500,156,0.201
102.600,156,0.201
102.700,157,0.202
102.800,156,0.202
102.900,157,0.202
103.000,157,0.202
103.100,157,0.202
103.200,157,0.203
103.300,157,0.203
103.400,157,0.203
103.500,158,0.203
103.600,158,0.203
103.700,158,0.204
103.800,158,0.204
103.900,158,0.204
104.000,158,0.204
104.100,159,0.204
104.200,159,0.205
104.300,159,0.205
104.400,159,0.205
104.500,159,0.205
104.600,159,0.205
104.700,160,0.206
104.800,160,0.206
104.900,160,0.206
105.000,160,0.206
105.100,160,0.206
105.200,160,0.207
105.300,160,0.207
105.400,160,0.207
105.500,161,0.207
105.600,161,0.207
105.700,161,0.208
105.800,161,0.208
105.900,161,0.208
106.000,161,0.208
106.100,162,0.208
106.200,162,0.208
106.300,162,0.209
106.400,162,0.209
106.500,162,0.209
106.600,162,0.209
106.700,163,0.209
106.800,163,0.210
106.900,163,0.210
107.000,163,0.210
107.100,163,0.210
107.200,163,0.210
107.300,163,0.211
107.400,164,0.211
107.500,164,0.211
107.600,164,0.211
107.700,164,0.211
107.800,164,0.212
107.900,164,0.212
108.000,165,0.212
108.100,165,0.212
108.200,165,0.212
108.300,165,0.213
108.400,165,0.213
108.500,165,0.213
108.600,165,0.213
108.700,166,0.213
108.800,166,0.214
108.900,166,0.214
109.000,166,0.214
109.100,166,0.214
109.200,166,0.214
109.300,166,0.215
109.400,167,0.215
109.500,167,0.215
109.600,167,0.215
109.700,167,0.215
109.800,167,0.216
109.900,167,0.216
110.000,168,0.216
110.100,168,0.216
110.200,168,0.216
110.300,168,0.217
110.400,168,0.217
110.500,168,0.217
110.600,168,0.217
110.700,169,0.217
110.800,169,0.218
110.900,169,0.218
111.000,169,0.218
111.100,169,0.218
111.200,169,0.218
111.300,169,0.219
111.400,169,0.219
111.500,170,0.219
111.600,170,0.219
111.700,170,0.219
111.800,170,0.220
111.900,170,0.220
112.000,170,0.220
112.100,171,0.220
112.200,171,0.220
112.300,171,0.221
112.400,171,0.221
112.500,171,0.221
112.600,171,0.221
112.700,171,0.221
112.800,172,0.221
112.900,172,0.222
113.000,172,0.222
113.100,172,0.222
113.200,172,0.222
113.300,172,0.222
113.400,173,0.223
113.500,173,0.223
113.600,173,0.223
113.700,173,0.223
113.800,173,0.223
113.900,173,0.224
114.000,173,0.224
114.100,173,0.224
114.200,174,0.224
114.300,174,0.224
114.400,174,0.225
114.500,174,0.225
114.600,174,0.225
114.700,174,0.225
114.800,175,0.225
114.900,175,0.226
115.000,175,0.226
115.100,175,0.226
115.200,175,0.226
115.300,175,0.226
115.400,175,0.227
115.500,176,0.227
115.600,176,0.227
115.700,176,0.227
115.800,176,0.227
115.900,176,0.228
116.000,176,0.228
116.100,176,0.228
116.200,177,0.228
116.300,177,0.228
116.400,177,0.229
116.500,177,0.229
116.600,177,0.229
116.700,177,0.229
116.800,177,0.229
116.900,178,0.230
117.000,178,0.230
117.100,178,0.230
117.200,178,0.230
117.300,178,0.230
117.400,178,0.231
117.500,179,0.231
117.600,179,0.231
117.700,179,0.231
117.800,179,0.231
117.900,179,0.232
118.000,179,0.232
118.100,179,0.232
118.200,179,0.232
118.300,180,0.232
118.400,180,0.233
118.500,180,0.233
118.600,180,0.233
118.700,180,0.233
118.800,180,0.233
118.900,181,0.233
119.000,181,0.234
119.100,181,0.234
119.200,181,0.234
119.300,181,0.234
119.400,181,0.234
119.500,181,0.235
119.600,181,0.235
119.700,182,0.235
119.800,182,0.235
119.900,182,0.235
120.000,182,0.236
120.100,182,0.236
120.200,182,0.236
120.300,182,0.236
120.400,183,0.236
120.500,183,0.237
120.600,183,0.237
120.700,183,0.237
120.800,183,0.237
120.900,183,0.237
121.000,183,0.238
121.100,184,0.238
121.200,184,0.238
121.300,184,0.238
121.400,184,0.238
121.500,184,0.239
121.600,184,0.239
121.700,184,0.239
121.800,185,0.239
121.900,185,0.239
122.000,185,0.240
122.100,185,0.240
122.200,185,0.240
122.300,185,0.240
122.400,185,0.240
122.500,186,0.241
122.600,186,0.241
122.700,186,0.241
122.800,186,0.241
122.900,186,0.241
123.000,186,0.242
123.100,186,0.242
123.200,187,0.242
123.300,187,0.242
123.400,187,0.242
123.500,187,0.243
123.600,187,0.243
123.700,187,0.243
123.800,188,0.243
123.900,188,0.243
124.000,188,0.244
124.100,188,0.244
124.200,188,0.244
124.300,188,0.244
124.400,188,0.244
124.500,189,0.245
124.600,189,0.245
124.700,189,0.245
124.800,189,0.245
124.900,189,0.245
125.000,189,0.245
125.100,189,0.246
125.200,189,0.246
125.300,190,0.246
125.400,190,0.246
125.500,190,0.246
125.600,190,0.247
125.700,190,0.247
125.800,190,0.247
125.900,190,0.247
126.000,191,0.247
126.100,191,0.248
126.200,191,0.248
126.300,191,0.248
126.400,191,0.248
126.500,191,0.248
126.600,191,0.249
126.700,192,0.249
126.800,192,0.249
126.900,192,0.249
127.000,192,0.249
127.100,192,0.250
127.200,192,0.250
127.300,192,0.250
127.400,193,0.250
127.500,193,0.250
127.600,193,0.251
127.700,193,0.251
127.800,193,0.251
127.900,193,0.251
128.000,193,0.251
128.100,193,0.252
128.200,194,0.252
128.300,194,0.252
128.400,194,0.252
128.500,194,0.252
128.600,194,0.253
128.700,194,0.253
128.800,194,0.253
128.900,195,0.253
129.000,195,0.253
129.100,195,0.254
129.200,195,0.254
129.300,195,0.254
129.400,195,0.254
129.500,195,0.254
129.600,196,0.255
129.700,196,0.255
129.800,196,0.255
129.900,196,0.255
130.000,196,0.255
130.100,196,0.256
130.200,196,0.256
130.300,196,0.256
130.400,197,0.256
130.500,197,0.256
130.600,197,0.257
130.700,197,0.257
130.800,197,0.257
130.900,197,0.257
131.000,197,0.257
131.100,198,0.257
131.200,198,0.258
131.300,198,0.258
131.400,198,0.258
131.500,198,0.258
131.600,198,0.258
131.700,198,0.259
131.800,198,0.259
131.900,199,0.259
132.000,199,0.259
132.100,199,0.259
132.200,199,0.260
132.300,199,0.260
132.400,199,0.260
132.500,199,0.260
132.600,200,0.260
132.700,200,0.261
132.800,200,0.261
132.900,200,0.261
133.000,200,0.261
133.100,200,0.261
133.200,200,0.262
133.300,200,0.262
133.400,201,0.262
133.500,201,0.262
133.600,201,0.262
133.700,201,0.263
133.800,201,0.263
133.900,201,0.263
134.000,202,0.263
134.100,202,0.263
134.200,202,0.264
134.300,202,0.264
134.400,202,0.264
134.500,202,0.264
134.600,202,0.264
134.700,202,0.265
134.800,203,0.265
134.900,203,0.265
135.000,203,0.265
135.100,203,0.265
135.200,203,0.266
135.300,203,0.266
135.400,203,0.266
135.500,203,0.266
135.600,204,0.266
135.700,204,0.267
135.800,204,0.267
135.900,204,0.267
136.000,204,0.267
136.100,204,0.267
136.200,204,0.268
136.300,204,0.268
136.400,205,0.268
136.500,205,0.268
136.600,205,0.268
136.700,205,0.268
136.800,205,0.269
136.900,205,0.269
137.000,205,0.269
137.100,206,0.269
137.200,205,0.269
137.300,206,0.270
137.400,206,0.270
137.500,206,0.270
137.600,206,0.270
137.700,206,0.270
137.800,206,0.271
137.900,207,0.271
138.000,207,0.271
138.100,207,0.271
138.200,207,0.271
138.300,207,0.272
138.400,207,0.272
138.500,207,0.272
