""
"Test Method","Ankenman Simplified Tensile.msm"
"Sample I. D.","Ankenman brushes.mss"
"Specimen Number","3"

"Time (s)","Load (lbf)","Crosshead (in)"
13.900,26,0.027
14.000,26,0.027
14.100,26,0.027
14.200,27,0.027
14.300,27,0.028
14.400,27,0.028
14.500,27,0.028
14.600,27,0.028
14.700,27,0.028
14.800,27,0.029
14.900,27,0.029
15.000,27,0.029
15.100,27,0.029
15.200,28,0.029
15.300,28,0.030
15.400,28,0.030
15.500,28,0.030
15.600,28,0.030
15.700,28,0.030
15.800,28,0.031
15.900,28,0.031
16.000,28,0.031
16.100,28,0.031
16.200,29,0.031
16.300,29,0.032
16.400,29,0.032
16.500,29,0.032
16.600,29,0.032
16.700,29,0.032
16.800,29,0.033
16.900,29,0.033
17.000,29,0.033
17.100,29,0.033
17.200,29,0.033
17.300,30,0.034
17.400,30,0.034
17.500,30,0.034
17.600,30,0.034
17.700,30,0.034
17.800,30,0.034
17.900,30,0.035
18.000,30,0.035
18.100,30,0.035
18.200,30,0.035
18.300,30,0.035
18.400,31,0.036
18.500,31,0.036
18.600,31,0.036
18.700,31,0.036
18.800,31,0.036
18.900,31,0.037
19.000,31,0.037
19.100,31,0.037
19.200,31,0.037
19.300,31,0.037
19.400,31,0.038
19.500,32,0.038
19.600,32,0.038
19.700,32,0.038
19.800,32,0.038
19.900,32,0.039
20.000,32,0.039
20.100,32,0.039
20.200,32,0.039
20.300,32,0.039
20.400,32,0.040
20.500,33,0.040
20.600,33,0.040
20.700,33,0.040
20.800,33,0.040
20.900,33,0.041
21.000,33,0.041
21.100,33,0.041
21.200,33,0.041
21.300,33,0.041
21.400,33,0.042
21.500,33,0.042
21.600,33,0.042
21.700,34,0.042
21.800,34,0.042
21.900,34,0.043
22.000,34,0.043
22.100,34,0.043
22.200,34,0.043
22.300,34,0.043
22.400,34,0.044
22.500,34,0.044
22.600,34,0.044
22.700,34,0.044
22.800,34,0.044
22.900,35,0.045
23.000,35,0.045
23.100,35,0.045
23.200,35,0.045
23.300,35,0.045
23.400,35,0.045
23.500,35,0.046
23.600,35,0.046
23.700,35,0.046
23.800,35,0.046
23.900,36,0.046
24.000,36,0.047
24.100,36,0.047
24.200,36,0.047
24.300,36,0.047
24.400,36,0.047
24.500,36,0.048
24.600,36,0.048
24.700,36,0.048
24.800,36,0.048
24.900,36,0.048
25.000,36,0.049
25.100,36,0.049
25.200,37,0.049
25.300,37,0.049
25.400,37,0.049
25.500,37,0.050
25.600,37,0.050
25.700,37,0.050
25.800,37,0.050
25.900,37,0.050
26.000,37,0.051
26.100,38,0.051
26.200,38,0.051
26.300,38,0.051
26.400,38,0.051
26.500,38,0.052
26.600,38,0.052
26.700,38,0.052
26.800,38,0.052
26.900,38,0.052
27.000,38,0.053
27.100,39,0.053
27.200,39,0.053
27.300,39,0.053
27.400,39,0.053
27.500,39,0.054
27.600,39,0.054
27.700,39,0.054
27.800,39,0.054
27.900,39,0.054
28.000,39,0.055
28.100,39,0.055
28.200,39,0.055
28.300,40,0.055
28.400,40,0.055
28.500,40,0.056
28.600,40,0.056
28.700,40,0.056
28.800,40,0.056
28.900,40,0.056
29.000,40,0.057
29.100,40,0.057
29.200,40,0.057
29.300,41,0.057
29.400,41,0.057
29.500,41,0.058
29.600,41,0.058
29.700,41,0.058
29.800,41,0.058
29.900,41,0.058
30.000,41,0.058
30.100,41,0.059
30.200,41,0.059
30.300,41,0.059
30.400,41,0.059
30.500,42,0.059
30.600,42,0.060
30.700,42,0.060
30.800,42,0.060
30.900,42,0.060
31.000,42,0.060
31.100,42,0.061
31.200,42,0.061
31.300,42,0.061
31.400,43,0.061
31.500,43,0.061
31.600,43,0.062
31.700,43,0.062
31.800,43,0.062
31.900,43,0.062
32.000,43,0.062
32.100,43,0.063
32.200,43,0.063
32.300,43,0.063
32.400,43,0.063
32.500,44,0.063
32.600,44,0.064
32.700,44,0.064
32.800,44,0.064
32.900,44,0.064
33.000,44,0.064
33.100,44,0.065
33.200,44,0.065
33.300,44,0.065
33.400,44,0.065
33.500,44,0.065
33.600,44,0.066
33.700,45,0.066
33.800,45,0.066
33.900,45,0.066
34.000,45,0.066
34.100,45,0.067
34.200,45,0.067
34.300,45,0.067
34.400,45,0.067
34.500,45,0.067
34.600,46,0.068
34.700,46,0.068
34.800,46,0.068
34.900,46,0.068
35.000,46,0.068
35.100,46,0.069
35.200,46,0.069
35.300,46,0.069
35.400,46,0.069
35.500,46,0.069
35.600,46,0.070
35.700,47,0.070
35.800,47,0.070
35.900,47,0.070
36.000,47,0.070
36.100,47,0.070
36.200,47,0.071
36.300,47,0.071
36.400,47,0.071
36.500,47,0.071
36.600,47,0.071
36.700,48,0.072
36.800,48,0.072
36.900,48,0.072
37.000,48,0.072
37.100,48,0.072
37.200,48,0.073
37.300,48,0.073
37.400,48,0.073
37.500,48,0.073
37.600,48,0.073
37.700,49,0.074
37.800,49,0.074
37.900,49,0.074
38.000,49,0.074
38.100,49,0.074
38.200,49,0.075
38.300,49,0.075
38.400,49,0.075
38.500,49,0.075
38.600,49,0.075
38.700,50,0.076
38.800,50,0.076
38.900,50,0.076
39.000,50,0.076
39.100,50,0.076
39.200,50,0.077
39.300,50,0.077
39.400,50,0.077
39.500,50,0.077
39.600,50,0.077
39.700,51,0.078
39.800,51,0.078
39.900,51,0.078
40.000,51,0.078
40.100,51,0.078
40.200,51,0.079
40.300,51,0.079
40.400,51,0.079
40.500,51,0.079
40.600,51,0.079
40.700,52,0.080
40.800,52,0.080
40.900,52,0.080
41.000,52,0.080
41.100,52,0.080
41.200,52,0.081
41.300,52,0.081
41.400,52,0.081
41.500,52,0.081
41.600,52,0.081
41.700,53,0.082
41.800,53,0.082
41.900,53,0.082
42.000,53,0.082
42.100,53,0.082
42.200,53,0.083
42.300,53,0.083
42.400,53,0.083
42.500,53,0.083
42.600,54,0.083
42.700,54,0.084
42.800,54,0.084
42.900,54,0.084
43.000,54,0.084
43.100,54,0.084
43.200,54,0.084
43.300,54,0.085
43.400,54,0.085
43.500,55,0.085
43.600,55,0.085
43.700,55,0.085
43.800,55,0.086
43.900,55,0.086
44.000,55,0.086
44.100,55,0.086
44.200,55,0.086
44.300,55,0.087
44.400,55,0.087
44.500,55,0.087
44.600,56,0.087
44.700,56,0.087
44.800,56,0.088
44.900,56,0.088
45.000,56,0.088
45.100,56,0.088
45.200,56,0.088
45.300,56,0.089
45.400,56,0.089
45.500,57,0.089
45.600,57,0.089
45.700,57,0.089
45.800,57,0.090
45.900,57,0.090
46.000,57,0.090
46.100,57,0.090
46.200,57,0.090
46.300,57,0.091
46.400,58,0.091
46.500,58,0.091
46.600,58,0.091
46.700,58,0.091
46.800,58,0.092
46.900,58,0.092
47.000,58,0.092
47.100,58,0.092
47.200,58,0.092
47.300,58,0.093
47.400,59,0.093
47.500,59,0.093
47.600,59,0.093
47.700,59,0.093
47.800,59,0.094
47.900,59,0.094
48.000,59,0.094
48.100,59,0.094
48.200,59,0.094
48.300,59,0.094
48.400,60,0.095
48.500,60,0.095
48.600,60,0.095
48.700,60,0.095
48.800,60,0.095
48.900,60,0.096
49.000,60,0.096
49.100,60,0.096
49.200,61,0.096
49.300,61,0.096
49.400,61,0.097
49.500,61,0.097
49.600,61,0.097
49.700,61,0.097
49.800,61,0.097
49.900,61,0.098
50.000,61,0.098
50.100,61,0.098
50.200,62,0.098
50.300,61,0.098
50.400,62,0.099
50.500,62,0.099
50.600,62,0.099
50.700,62,0.099
50.800,62,0.099
50.900,62,0.100
51.000,62,0.100
51.100,62,0.100
51.200,63,0.100
51.300,63,0.100
51.400,63,0.101
51.500,63,0.101
51.600,63,0.101
51.700,63,0.101
51.800,63,0.101
51.900,63,0.102
52.000,63,0.102
52.100,64,0.102
52.200,64,0.102
52.300,64,0.102
52.400,64,0.103
52.500,64,0.103
52.600,64,0.103
52.700,64,0.103
52.800,64,0.103
52.900,64,0.104
53.000,65,0.104
53.100,65,0.104
53.200,65,0.104
53.300,65,0.104
53.400,65,0.105
53.500,65,0.105
53.600,65,0.105
53.700,65,0.105
53.800,65,0.105
53.900,66,0.105
54.000,66,0.106
54.100,66,0.106
54.200,66,0.106
54.300,66,0.106
54.400,66,0.106
54.500,66,0.107
54.600,66,0.107
54.700,66,0.107
54.800,67,0.107
54.900,67,0.107
55.000,67,0.108
55.100,67,0.108
55.200,67,0.108
55.300,67,0.108
55.400,67,0.108
55.500,67,0.109
55.600,67,0.109
55.700,67,0.109
55.800,68,0.109
55.900,67,0.109
56.000,68,0.110
56.100,68,0.110
56.200,68,0.110
56.300,68,0.110
56.400,68,0.110
56.500,68,0.111
56.600,68,0.111
56.700,69,0.111
56.800,69,0.111
56.900,69,0.111
57.000,69,0.112
57.100,69,0.112
57.200,69,0.112
57.300,69,0.112
57.400,69,0.112
57.500,69,0.113
57.600,70,0.113
57.700,70,0.113
57.800,70,0.113
57.900,70,0.113
58.000,70,0.114
58.100,70,0.114
58.200,70,0.114
58.300,70,0.114
58.400,70,0.114
58.500,70,0.115
58.600,71,0.115
58.700,71,0.115
58.800,71,0.115
58.900,71,0.115
59.000,71,0.116
59.100,71,0.116
59.200,71,0.116
59.300,71,0.116
59.400,71,0.116
59.500,71,0.117
59.600,71,0.117
59.700,72,0.117
59.800,72,0.117
59.900,72,0.117
60.000,72,0.118
60.100,72,0.118
60.200,72,0.118
60.300,72,0.118
60.400,72,0.118
60.500,72,0.118
60.600,73,0.119
60.700,73,0.119
60.800,73,0.119
60.900,73,0.119
61.000,73,0.119
61.100,73,0.120
61.200,73,0.120
61.300,73,0.120
61.400,73,0.120
61.500,74,0.120
61.600,74,0.121
61.700,74,0.121
61.800,74,0.121
61.900,74,0.121
62.000,74,0.121
62.100,75,0.122
62.200,75,0.122
62.300,75,0.122
62.400,75,0.122
62.500,75,0.122
62.600,75,0.123
62.700,75,0.123
62.800,75,0.123
62.900,75,0.123
63.000,75,0.123
63.100,75,0.124
63.200,75,0.124
63.300,76,0.124
63.400,75,0.124
63.500,76,0.124
63.600,76,0.125
63.700,76,0.125
63.800,76,0.125
63.900,76,0.125
64.000,77,0.125
64.100,76,0.126
64.200,76,0.126
64.300,77,0.126
64.400,77,0.126
64.500,77,0.126
64.600,77,0.127
64.700,77,0.127
64.800,77,0.127
64.900,77,0.127
65.000,77,0.127
65.100,78,0.128
65.200,78,0.128
65.300,78,0.128
65.400,77,0.128
65.500,78,0.128
65.600,78,0.129
65.700,78,0.129
65.800,78,0.129
65.900,79,0.129
66.000,78,0.129
66.100,79,0.130
66.200,78,0.130
66.300,79,0.130
66.400,78,0.130
66.500,79,0.130
66.600,79,0.130
66.700,79,0.131
66.800,79,0.131
66.900,80,0.131
67.000,80,0.131
67.100,80,0.131
67.200,79,0.132
67.300,79,0.132
67.400,79,0.132
67.500,80,0.132
67.600,80,0.132
67.700,80,0.133
67.800,80,0.133
67.900,81,0.133
68.000,81,0.133
68.100,80,0.133
68.200,80,0.134
68.300,81,0.134
68.400,81,0.134
68.500,81,0.134
68.600,81,0.134
68.700,81,0.135
68.800,81,0.135
68.900,81,0.135
69.000,82,0.135
69.100,82,0.135
69.200,81,0.136
69.300,82,0.136
69.400,82,0.136
69.500,82,0.136
69.600,82,0.136
69.700,82,0.137
69.800,82,0.137
69.900,82,0.137
70.000,83,0.137
70.100,83,0.137
70.200,83,0.138
70.300,83,0.138
70.400,83,0.138
70.500,83,0.138
70.600,83,0.138
70.700,83,0.139
70.800,84,0.139
70.900,83,0.139
71.000,83,0.139
71.100,84,0.139
71.200,84,0.140
71.300,84,0.140
71.400,84,0.140
71.500,84,0.140
71.600,84,0.140
71.700,85,0.141
71.800,84,0.141
71.900,84,0.141
72.000,85,0.141
72.100,85,0.141
72.200,85,0.142
72.300,85,0.142
72.400,85,0.142
72.500,85,0.142
72.600,85,0.142
72.700,85,0.143
72.800,86,0.143
72.900,86,0.143
73.000,86,0.143
73.100,86,0.143
73.200,86,0.144
73.300,86,0.144
73.400,86,0.144
73.500,87,0.144
73.600,86,0.144
73.700,87,0.144
73.800,87,0.145
73.900,87,0.145
74.000,87,0.145
74.100,87,0.145
74.200,87,0.145
74.300,87,0.146
74.400,88,0.146
74.500,88,0.146
74.600,88,0.146
74.700,88,0.146
74.800,88,0.147
74.900,88,0.147
75.000,88,0.147
75.100,88,0.147
75.200,89,0.147
75.300,89,0.148
75.400,89,0.148
75.500,89,0.148
75.600,89,0.148
75.700,90,0.148
75.800,89,0.149
75.900,90,0.149
76.000,90,0.149
76.100,90,0.149
76.200,90,0.149
76.300,90,0.150
76.400,90,0.150
76.500,90,0.150
76.600,90,0.150
76.700,90,0.150
76.800,91,0.151
76.900,91,0.151
77.000,91,0.151
77.100,91,0.151
77.200,91,0.151
77.300,91,0.152
77.400,92,0.152
77.500,92,0.152
77.600,92,0.152
77.700,92,0.152
77.800,92,0.153
77.900,92,0.153
78.000,92,0.153
78.100,92,0.153
78.200,93,0.153
78.300,93,0.154
78.400,93,0.154
78.500,93,0.154
78.600,93,0.154
78.700,93,0.154
78.800,93,0.155
78.900,93,0.155
79.000,93,0.155
79.100,94,0.155
79.200,94,0.155
79.300,94,0.156
79.400,94,0.156
79.500,94,0.156
79.600,95,0.156
79.700,94,0.156
79.800,95,0.157
79.900,95,0.157
80.000,95,0.157
80.100,95,0.157
80.200,95,0.157
80.300,95,0.157
80.400,96,0.158
80.500,96,0.158
80.600,96,0.158
80.700,96,0.158
80.800,96,0.158
80.900,96,0.159
81.000,96,0.159
81.100,96,0.159
81.200,97,0.159
81.300,96,0.159
81.400,97,0.160
81.500,97,0.160
81.600,97,0.160
81.700,97,0.160
81.800,97,0.160
81.900,97,0.161
82.000,97,0.161
82.100,98,0.161
82.200,98,0.161
82.300,98,0.161
82.400,98,0.162
82.500,98,0.162
82.600,98,0.162
82.700,98,0.162
82.800,99,0.162
82.900,99,0.163
83.000,99,0.163
83.100,99,0.163
83.200,99,0.163
83.300,99,0.163
83.400,99,0.164
83.500,99,0.164
83.600,100,0.164
83.700,100,0.164
83.800,100,0.164
83.900,100,0.165
84.000,100,0.165
84.100,100,0.165
84.200,100,0.165
84.300,101,0.165
84.400,101,0.166
84.500,101,0.166
84.600,101,0.166
84.700,101,0.166
84.800,101,0.166
84.900,101,0.167
85.000,102,0.167
85.100,102,0.167
85.200,102,0.167
85.300,102,0.167
85.400,102,0.168
85.500,102,0.168
85.600,102,0.168
85.700,103,0.168
85.800,103,0.168
85.900,103,0.169
86.000,103,0.169
86.100,103,0.169
86.200,103,0.169
86.300,103,0.169
86.400,104,0.169
86.500,104,0.170
86.600,104,0.170
86.700,104,0.170
86.800,104,0.170
86.900,104,0.170
87.000,105,0.171
87.100,105,0.171
87.200,105,0.171
87.300,105,0.171
87.400,105,0.171
87.500,105,0.172
87.600,105,0.172
87.700,105,0.172
87.800,106,0.172
87.900,106,0.172
88.000,106,0.173
88.100,106,0.173
88.200,106,0.173
88.300,106,0.173
88.400,106,0.173
88.500,106,0.174
88.600,107,0.174
88.700,107,0.174
88.800,107,0.174
88.900,107,0.174
89.000,107,0.175
89.100,107,0.175
89.200,108,0.175
89.300,108,0.175
89.400,108,0.175
89.500,108,0.176
89.600,108,0.176
89.700,108,0.176
89.800,108,0.176
89.900,108,0.176
90.000,109,0.177
90.100,109,0.177
90.200,109,0.177
90.300,109,0.177
90.400,109,0.177
90.500,109,0.178
90.600,109,0.178
90.700,109,0.178
90.800,110,0.178
90.900,110,0.178
91.000,110,0.179
91.100,110,0.179
91.200,110,0.179
91.300,110,0.179
91.400,110,0.179
91.500,111,0.180
91.600,111,0.180
91.700,111,0.180
91.800,111,0.180
91.900,111,0.180
92.000,112,0.181
92.100,112,0.181
92.200,112,0.181
92.300,112,0.181
92.400,112,0.181
92.500,112,0.182
92.600,112,0.182
92.700,112,0.182
92.800,113,0.182
92.900,113,0.182
93.000,113,0.183
93.100,113,0.183
93.200,113,0.183
93.300,113,0.183
93.400,113,0.183
93.500,113,0.183
93.600,114,0.184
93.700,114,0.184
93.800,114,0.184
93.900,114,0.184
94.000,114,0.184
94.100,114,0.185
94.200,115,0.185
94.300,115,0.185
94.400,115,0.185
94.500,115,0.185
94.600,115,0.186
94.700,115,0.186
94.800,115,0.186
94.900,116,0.186
95.000,116,0.186
95.100,116,0.187
95.200,116,0.187
95.300,116,0.187
95.400,116,0.187
95.500,116,0.187
95.600,116,0.188
95.700,117,0.188
95.800,117,0.188
95.900,117,0.188
96.000,117,0.188
96.100,117,0.189
96.200,117,0.189
96.300,117,0.189
96.400,118,0.189
96.500,118,0.189
96.600,118,0.190
96.700,118,0.190
96.800,118,0.190
96.900,118,0.190
97.000,119,0.190
97.100,118,0.191
97.200,119,0.191
97.300,119,0.191
97.400,119,0.191
97.500,119,0.191
97.600,119,0.192
97.700,119,0.192
97.800,119,0.192
97.900,120,0.192
98.000,120,0.192
98.100,120,0.193
98.200,120,0.193
98.300,120,0.193
98.400,120,0.193
98.500,120,0.193
98.600,121,0.194
98.700,121,0.194
98.800,121,0.194
98.900,121,0.194
99.000,121,0.194
99.100,121,0.194
99.200,121,0.195
99.300,121,0.195
99.400,122,0.195
99.500,122,0.195
99.600,122,0.195
99.700,122,0.196
99.800,122,0.196
99.900,122,0.196
100.000,123,0.196
100.100,123,0.196
100.200,123,0.197
100.300,123,0.197
100.400,123,0.197
100.500,123,0.197
100.600,123,0.197
100.700,123,0.198
100.800,124,0.198
100.900,124,0.198
101.000,124,0.198
101.100,124,0.198
101.200,124,0.199
101.300,124,0.199
101.400,124,0.199
101.500,125,0.199
101.600,125,0.199
101.700,125,0.200
101.800,125,0.200
101.900,125,0.200
102.000,125,0.200
102.100,125,0.200
102.200,126,0.201
102.300,126,0.201
102.400,126,0.201
102.500,126,0.201
102.600,126,0.201
102.700,126,0.202
102.800,126,0.202
102.900,126,0.202
103.000,127,0.202
103.100,127,0.202
103.200,127,0.203
103.300,127,0.203
103.400,127,0.203
103.500,127,0.203
103.600,127,0.203
103.700,128,0.204
103.800,128,0.204
103.900,128,0.204
104.000,128,0.204
104.100,128,0.204
104.200,128,0.205
104.300,128,0.205
104.400,129,0.205
104.500,129,0.205
104.600,129,0.205
104.700,129,0.206
104.800,129,0.206
104.900,129,0.206
105.000,129,0.206
105.100,130,0.206
105.200,130,0.206
105.300,130,0.207
105.400,130,0.207
105.500,130,0.207
105.600,130,0.207
105.700,130,0.208
105.800,130,0.208
105.900,130,0.208
106.000,131,0.208
106.100,131,0.208
106.200,131,0.208
106.300,131,0.209
106.400,131,0.209
106.500,131,0.209
106.600,132,0.209
106.700,131,0.209
106.800,132,0.210
106.900,132,0.210
107.000,132,0.210
107.100,132,0.210
107.200,132,0.210
107.300,132,0.211
107.400,133,0.211
107.500,133,0.211
107.600,133,0.211
107.700,133,0.211
107.800,133,0.212
107.900,133,0.212
108.000,133,0.212
108.100,133,0.212
108.200,134,0.212
108.300,134,0.213
108.400,134,0.213
108.500,134,0.213
108.600,134,0.213
108.700,134,0.213
108.800,134,0.214
108.900,134,0.214
109.000,134,0.214
109.100,135,0.214
109.200,135,0.214
109.300,135,0.215
109.400,135,0.215
109.500,135,0.215
109.600,135,0.215
109.700,135,0.215
109.800,136,0.216
109.900,136,0.216
110.000,136,0.216
110.100,136,0.216
110.200,136,0.216
110.300,136,0.217
110.400,136,0.217
110.500,137,0.217
110.600,137,0.217
110.700,137,0.217
110.800,137,0.218
110.900,137,0.218
111.000,137,0.218
111.100,137,0.218
111.200,137,0.218
111.300,137,0.219
111.400,138,0.219
111.500,138,0.219
111.600,138,0.219
111.700,138,0.219
111.800,138,0.219
111.900,138,0.220
112.000,138,0.220
112.100,138,0.220
112.200,139,0.220
112.300,139,0.220
112.400,139,0.221
112.500,139,0.221
112.600,139,0.221
112.700,139,0.221
112.800,139,0.221
112.900,139,0.222
113.000,140,0.222
113.100,140,0.222
113.200,140,0.222
113.300,140,0.222
113.400,140,0.223
113.500,140,0.223
113.600,140,0.223
113.700,140,0.223
113.800,141,0.223
113.900,141,0.224
114.000,141,0.224
114.100,141,0.224
114.200,141,0.224
114.300,141,0.224
114.400,141,0.225
114.500,142,0.225
114.600,141,0.225
114.700,142,0.225
114.800,142,0.225
114.900,142,0.226
115.000,142,0.226
115.100,142,0.226
115.200,142,0.226
115.300,142,0.226
115.400,143,0.227
115.500,143,0.227
115.600,143,0.227
115.700,143,0.227
115.800,143,0.227
115.900,143,0.228
116.000,143,0.228
116.100,143,0.228
116.200,143,0.228
116.300,144,0.228
116.400,144,0.229
116.500,144,0.229
116.600,144,0.229
116.700,144,0.229
116.800,144,0.229
116.900,144,0.230
117.000,144,0.230
117.100,144,0.230
117.200,144,0.230
117.300,145,0.230
117.400,145,0.231
117.500,145,0.231
117.600,145,0.231
117.700,145,0.231
117.800,145,0.231
117.900,145,0.232
118.000,145,0.232
118.100,146,0.232
118.200,146,0.232
118.300,146,0.232
118.400,146,0.233
118.500,146,0.233
118.600,146,0.233
118.700,146,0.233
118.800,146,0.233
118.900,146,0.233
119.000,146,0.234
119.100,146,0.234
119.200,147,0.234
119.300,147,0.234
119.400,147,0.234
119.500,147,0.235
119.600,147,0.235
119.700,147,0.235
119.800,147,0.235
119.900,147,0.235
120.000,147,0.236
120.100,148,0.236
120.200,148,0.236
120.300,148,0.236
120.400,148,0.236
120.500,148,0.237
120.600,148,0.237
120.700,148,0.237
120.800,148,0.237
120.900,148,0.237
121.000,148,0.238
121.100,149,0.238
121.200,149,0.238
121.300,149,0.238
121.400,149,0.238
121.500,149,0.239
121.600,149,0.239
121.700,149,0.239
121.800,149,0.239
121.900,149,0.239
122.000,149,0.240
122.100,149,0.240
122.200,150,0.240
122.300,150,0.240
122.400,150,0.240
122.500,150,0.241
122.600,150,0.241
122.700,150,0.241
122.800,150,0.241
122.900,150,0.241
123.000,150,0.242
123.100,150,0.242
123.200,150,0.242
123.300,151,0.242
123.400,151,0.242
123.500,151,0.243
123.600,151,0.243
123.700,151,0.243
123.800,151,0.243
123.900,151,0.243
124.000,151,0.244
124.100,151,0.244
124.200,151,0.244
124.300,151,0.244
124.400,151,0.244
124.500,151,0.245
124.600,151,0.245
124.700,151,0.245
124.800,151,0.245
124.900,152,0.245
125.000,151,0.246
125.100,152,0.246
125.200,152,0.246
125.300,151,0.246
125.400,151,0.246
125.500,131,0.246
125.600,125,0.247
125.700,123,0.247
125.800,121,0.247
125.900,121,0.247
126.000,120,0.247
126.100,119,0.248
126.200,119,0.248
126.300,118,0.248
126.400,118,0.248
126.500,118,0.248
126.600,117,0.249
126.700,117,0.249
126.800,117,0.249
126.900,117,0.249
127.000,116,0.249
127.100,116,0.250
127.200,115,0.250
127.300,115,0.250
127.400,114,0.250
127.500,114,0.250
127.600,114,0.251
127.700,113,0.251
127.800,113,0.251
127.900,112,0.251
128.000,112,0.251
128.100,111,0.252
128.200,111,0.252
128.300,111,0.252
128.400,110,0.252
128.500,110,0.252
128.600,109,0.253
128.700,109,0.253
128.800,108,0.253
128.900,106,0.253
128.940,2,0.253


